,route_name,from_stop_name,to_stop_name,total_passenger,total_amount,direction,from_stop_no,from_lat,from_long,to_lat,to_long,to_stop_no
220,7006,majiwada,louis wadi,63,315,up,50,19.215632,72.97819,19.195812,72.962565,55
221,7006,manpada,louis wadi,151,755,up,46,19.235236,72.976318,19.195812,72.962565,55
222,7006,marathon chowk teen hath naka,louis wadi,2,10,down,56,19.187546,72.964029,19.195812,72.962565,55
223,7006,nency colony,louis wadi,3,60,up,9,19.237912,72.863431,19.195812,72.962565,55
224,7006,omkareshwar mandir,louis wadi,1,20,up,7,19.231425,72.862322,19.195812,72.962565,55
225,7006,ovale village,louis wadi,77,770,up,32,19.276025,72.959046,19.195812,72.962565,55
226,7006,patli pada,louis wadi,40,400,up,43,19.246131,72.975986,19.195812,72.962565,55
227,7006,thane station east,louis wadi,22,110,down,61,19.18517,72.97561,19.195812,72.962565,55
228,7006,versova bridge,louis wadi,14,280,up,24,19.284969,72.904808,19.195812,72.962565,55
229,7006,waghbil,louis wadi,32,320,up,41,19.252563,72.972696,19.195812,72.962565,55
230,7006,western hotel laxmi baug,louis wadi,1,20,up,21,19.27639,72.888952,19.195812,72.962565,55
231,7006,anand nagar,magathane depot,39,780,down,37,19.264687,72.967836,19.221336,72.866122,0
232,7006,bhayandar pada,magathane depot,9,180,down,30,19.283685,72.952358,19.221336,72.866122,0
233,7006,borivali station east,magathane depot,435,2175,down,5,19.227846,72.857949,19.221336,72.866122,0
234,7006,cadbury junction thane,magathane depot,36,720,down,53,19.203952,72.968584,19.221336,72.866122,0
235,7006,chena bridge,magathane depot,3,45,down,25,19.275712,72.916131,19.221336,72.866122,0
236,7006,dnyansadhana college kopari,magathane depot,3,60,down,57,19.184195,72.96517,19.221336,72.866122,0
237,7006,gaimukh,magathane depot,8,160,down,28,19.2854,72.936384,19.221336,72.866122,0
238,7006,gartan pada,magathane depot,60,300,down,13,19.252261,72.867912,19.221336,72.866122,0
239,7006,ghodbunder village junction,magathane depot,1,10,down,22,19.286953,72.893875,19.221336,72.866122,0
240,7006,golden chemicals,magathane depot,5,50,down,15,19.263041,72.873794,19.221336,72.866122,0
241,7006,kajupada,magathane depot,2,30,down,26,19.279093,72.922685,19.221336,72.866122,0
242,7006,kapur bawdi,magathane depot,20,400,down,49,19.221197,72.977952,19.221336,72.866122,0
243,7006,louis wadi,magathane depot,35,700.22,down,55,19.195812,72.962565,19.221336,72.866122,0
244,7006,majiwada,magathane depot,24,480,down,50,19.215632,72.97819,19.221336,72.866122,0
245,7006,manpada,magathane depot,19,380,down,46,19.235236,72.976318,19.221336,72.866122,0
246,7006,marathon chowk teen hath naka,magathane depot,15,300,down,56,19.187546,72.964029,19.221336,72.866122,0
